"site.id","lat","lon","elevation_ft","state","county","survey.id","year","month","day","date","start.datetime","end.datetime","duration","site.dry","survey.conducted","num.obs","start.weather","start.wind","start.airtemp","start.watertemp","start.width_m","end.weather","end.wind","end.airtemp","end.watertemp","end.width_m","start.domsubst","start.subdomsubst","end.domsubst","end.subdomsubst","morphology.types","trackname","track.distance_m","confidence.historic.loc","notes","survey.type","distance","data.type","individual.id","pass.id","survey.pass","species","age","count","time.to.detect"
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","PLVE","adult",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","PLVE","juvenile",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","PLVE","larva",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","PSRE","adult",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","PSRE","juvenile",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","PSRE","larva",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RAAU","adult",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RAAU","juvenile",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RAAU","larva",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RACA","adult",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RACA","juvenile",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RACA","larva",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RHCA","adult",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RHCA","juvenile",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","RHCA","larva",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","TAGR","adult",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","TAGR","juvenile",0,NA
"Site 39 - Upper Abiqua Creek",44.941467,-122.646132,375,"Oregon","Marion County",61,2022,8,24,"2022-08-24","2022-08-24 10:53","2022-08-24 11:55",62,0,1,2,"clear/slight clouds","calm",16,14,"0.6-1.0","clear/slight clouds","calm",20,15,"0.6-1.0","cobble","woody debris","pebble/gravel","woody debris","seep/spring;splash zone/bank","Site39_8_24_22",417.96,"medium","Small stream in active logging property, but stream was covered by alders and herbaceous veg. Stream had a lot of fine sediment (probably from logging activity and roads above site) and would make everything muddy when disturbed. Ended survey at road due ","first survey",417.96,"count",NA,1,"61_1","TAGR","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","ASTR","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","ASTR","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","ASTR","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","BAWR","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","BAWR","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","BAWR","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","DICO","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","DICO","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","DICO","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","DITE","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","DITE","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","DITE","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","ENES","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","ENES","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","ENES","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PLDU","adult",2,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PLDU","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PLDU","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PLVE","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PLVE","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PLVE","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PSRE","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PSRE","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","PSRE","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","RAAU","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","RAAU","juvenile",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","RAAU","larva",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","RACA","adult",0,NA
"Site 4 - Eighth Creek - North Fork Middle Fork Willamette River",43.851939,-122.409706,442,"Oregon","Lane County",18,2022,6,2,"2022-06-02","2022-06-02 8:46","2022-06-02 9:36",50,0,1,2,"clear/slight clouds","calm",14,9,"1.1-2.0","clear/slight clouds","calm",16,9,"1.1-2.0","fine sediment","organic","pebble/gravel","organic","seep/spring","Site04_6/2/2022",151.82,"high","Very braided small spring stream. Beginning of site held more water and end of site went uphill so it had more of a trickle. Ran out of water at the end.","first survey",151.82,"count",NA,1,"18_1","RACA","juvenile",0,NA
