"survey.id","species","sitename","site.id","survey.conducted","year","date","day","month","occurnotes","obsaffil","effortsource_desc","effortsource","effortmethod_desc","countyname","lat","lon","accuracy_desc","locaccuracy","wdfwregion","owlsitecenter_desc","owlsitecenter","count","data.type","age","individual.id","duration","time.to.detect","pass.id","survey.pass"
596,"RACA",NA,401,1,1993,"9/16/1993",16,9,"FLATIRON LAKE AND STREAM SEVERAL HUNDRED METERS SOUTHWEST OF LAKE. : ABOUT 300 METAMORPHS AT LAKE, 15 ADULTS IN STREAM SW OF LAKE.","VISALLI, D/PRIVATE",NA,NA,"Ground","Yakima",46.88762683,-121.1947497,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"596_1"
597,"RACA",NA,402,1,1919,"8/20/1919",20,8,"MT. RAINIER, GLACIER BASIN : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.88817117,-121.7019358,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"597_1"
598,"RACA",NA,403,1,1937,"1/1/1937",NA,NA,"GOLDEN LAKESMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.89047733,-121.9007514,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"598_1"
599,"RACA",NA,403,1,1937,"1/1/1937",NA,NA,"GOLDEN LAKESMT. RAINIER NAT'L PARK:  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.89047733,-121.9007514,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"599_1"
600,"RACA",NA,403,1,1937,"8/19/1937",19,8,"GOLDEN LAKESMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.89047733,-121.9007514,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"600_1"
601,"RACA",NA,403,1,1937,"8/19/1937",19,8,"GOLDEN LAKESMT. RAINIER NAT'L PARK:  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.89047733,-121.9007514,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"601_1"
602,"RACA",NA,404,1,1947,"8/2/1947",2,8,"3 MI NE OF CHINOOK PASS :  ","BROWN, W/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Yakima",46.89372713,-121.4583211,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"602_1"
603,"RACA",NA,405,1,1917,"8/31/1917",31,8,"BUMPING LAKE, 3 MI NE OF GOOSE PRAIRIELOCALITY UNCERTAIN; GOOSEPRAIRIE IS ACTUALLY CA. 5 MI NE OF BUMPING LAKE.: FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Yakima",46.8941453,-121.2799914,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"603_1"
604,"RACA",NA,406,1,1950,"1/1/1950",NA,NA,"3 MI E OF CHINOOK PASS :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Yakima",46.8962823,-121.4649589,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"604_1"
605,"RACA",NA,406,1,1950,"1/1/1950",NA,NA,"3MI E OF CHINOOK PASS :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Yakima",46.8962823,-121.4649589,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"605_1"
606,"RACA",NA,407,1,1991,"8/21/1991",21,8,"SMALL PONDS AT BASE OF EMMONS GLACIER. : POOL 4M ACROSS.","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.89847457,-121.6651301,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"606_1"
607,"RACA",NA,408,1,1991,"8/21/1991",21,8,"POND AT BASE OF EMMONS GLACIER : POND SIZE 30X10 M.","BROKES, B/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.89855357,-121.6634235,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"607_1"
608,"RACA",NA,409,1,1991,"8/21/1991",21,8,"LARGE POND FURTHERST EAST AT BASE OF EMMONS GLACIER. : 1.  MOTTLING ON CHIN, CREAM CHIN AND ABDOMEN, HEEL PAST NARE, NO MOTTLING IN","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.89871508,-121.6618427,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"608_1"
609,"RACA",NA,410,1,1991,"8/21/1991",21,8,"IN SECOND CREEK ALONG GLACIER BASIN TRAIL COMING FROM WHITE RIVER CAMPGROUND. : WATER: 2 M ACROSS, 20 CM DEEP","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.90064658,-121.6577273,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"609_1"
610,"RACA",NA,411,1,1991,"8/21/1991",21,8,"IN FIRST CREEK ALONG GLACIER BASIN TRAIL COMING FROM WHITE RIVER CAMPGROUND. : COLOR:  SPOTTED BACK, CREAM ABDOMEN, YELLOW LEGS, LIGHT MOTTLING IN GROIN BUT","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.90079738,-121.6552259,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"610_1"
611,"RACA",NA,412,1,1994,"8/20/1994",20,8,"T16N R13E S05 NWSW / ELEV 3160 FT / JCT OF SUNRISE CRK & 18 RD, W OF RD : 1 ADULT","DVECK, L/OREGON STATE UNIV",NA,NA,"Ground","Yakima",46.90369221,-121.2435899,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"611_1"
612,"RACA",NA,413,1,1994,"8/20/1994",20,8,"T16N R13E S05 NWSW / ELEV 3160 FT / JCT OF SUNRISE CRK & 18 RD, W OF RD : 1 ADULT","DVECK, L/OREGON STATE UNIV",NA,NA,"Ground","Yakima",46.90398403,-121.244126,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"612_1"
613,"RACA",NA,414,1,1958,"8/2/1958",2,8,"MORSE CREEK E OF CHINOOK PASS :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Yakima",46.909108,-121.4391595,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"613_1"
614,"RACA",NA,415,1,1959,"6/30/1959",30,6,"BUMPING RIVER :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Yakima",46.90915327,-121.2389715,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"614_1"
615,"RACA",NA,416,1,1991,"8/21/1991",21,8,"SHADOW LAKE : GREEN BACK, NO SPOTS, JAW STRIPE, CREAM ABDOMEN, STRAW LEGS.","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.91143796,-121.6570621,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"615_1"
616,"RACA",NA,417,1,1950,"1/1/1950",NA,NA,"YAKIMA PARK, PONDS NORTHMT. RAINIER NAT'L PARK:   DATE OF OBSERVATION NOT PROVIDED | DEFAULT DATE ASSIGNED","UNKNOWN/N/A",NA,NA,"Ground","Pierce",46.9115024,-121.6313167,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"616_1"
617,"RACA",NA,418,1,1919,"8/31/1919",31,8,"MT. RAINIER, SPRAIG PARK : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.91588386,-121.8346362,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"617_1"
618,"RACA",NA,418,1,1956,"8/15/1956",15,8,"SPRAY PARKMT. RAINIER NAT'L PARK:  ","MAY, D/UNKNOWN",NA,NA,"Ground","Pierce",46.91588386,-121.8346362,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"618_1"
619,"RACA","MT. RAINIER -  FROZEN LAKE AREA/ WHITE R",419,1,2004,"3/1/2004",1,3,NA,"MONSEN, K/NPS","Other survey",30,"Ground","Pierce",46.91602381,-121.6531005,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"619_1"
620,"RACA",NA,420,1,1958,"8/2/1958",2,8,"1 MI SE SODA SP., BUMPING RIVER :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Yakima",46.91826585,-121.2218397,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"620_1"
621,"RACA",NA,421,1,1991,"8/13/1991",13,8,"SMALL PONDS JUST NW OF SUNRISE LAKE. : TWO MEASURED:","PIDGEON, C/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.91963833,-121.5905319,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"621_1"
622,"RACA",NA,422,1,1991,"7/11/1991",11,7,"SUNRISE LAKE : 1.  BROWN BACK W/ SPOTS, DEFINED JAW STRIPE, NO MOTTLING IN GROIN, YELLOW","BROKES, B/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.919794,-121.5885579,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"622_1"
623,"RACA",NA,423,1,2000,"10/3/2000",3,10,"CRYSTAL MOUNTAIN :  ","WONES, A/UNKNOWN",NA,NA,"Ground","Pierce",46.92003505,-121.4765907,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"623_1"
624,"RACA",NA,424,1,1947,"8/1/1947",1,8,"SM. LK. NEAR CLOVER LK, YAKIMA PARK :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Pierce",46.92009541,-121.590389,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"624_1"
625,"RACA",NA,425,1,1992,"8/7/1992",7,8,"T17NR13E SEC 33 NW, NACHES RANGER DISTRICT :  ","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",46.92226474,-121.2366092,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"625_1"
626,"RACA",NA,426,1,1958,"8/1/1958",1,8,"8 MI E CHINOOK PASS :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Yakima",46.9225915,-121.3646158,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"626_1"
627,"RACA",NA,426,1,1958,"8/1/1958",1,8,"8 MI E CHINOOK PASS, MORSE CREEK :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Yakima",46.9225915,-121.3646158,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"627_1"
628,"RACA",NA,427,1,1999,"9/22/1999",22,9,"  : 1 ADULT","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Yakima",46.92424105,-121.1536714,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"628_1"
629,"RACA",NA,428,1,1994,"7/17/1994",17,7,"T17N R07E S27 NWSW / ELEV 3640 FT / JCT OF 165 RD & BOUNDARY TRAIL : 1 ADULT","DVECK, L/OREGON STATE UNIV",NA,NA,"Ground","Pierce",46.92745496,-121.9130839,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"629_1"
630,"RACA","CLOVER LAKE",429,1,2022,"10/7/2022",7,10,"CLOVER LAKE, MOUNT RAINIER NATIONAL PARK, ON PALISADES LAKE TRAIL","CONLIN, D/PRIVATE","Other incidental",40,"Ground","Pierce",46.9284,-121.59489,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"630_1"
631,"RACA",NA,430,1,1940,"5/25/1940",25,5,"MOWICH LAKEMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.93281623,-121.8619906,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"631_1"
632,"RACA",NA,430,1,1950,"1/1/1950",NA,NA,"MOWICH LAKE, MT. RAINIER NATIONAL PARK :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Pierce",46.93281623,-121.8619906,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"632_1"
633,"RACA",NA,430,1,1950,"1/1/1950",NA,NA,"MOWICH LK., MT. RAINIER NPK :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Pierce",46.93281623,-121.8619906,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"633_1"
634,"RACA",NA,430,1,1956,"7/25/1956",25,7,"MOWICH LAKEMT. RAINIER NAT'L PARK:  ","MAY, D/UNKNOWN",NA,NA,"Ground","Pierce",46.93281623,-121.8619906,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"634_1"
635,"RACA",NA,430,1,1956,"8/14/1956",14,8,"MOWICH LAKEMT. RAINIER NAT'L PARK:  ","MAY, D/UNKNOWN",NA,NA,"Ground","Pierce",46.93281623,-121.8619906,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"635_1"
636,"RACA",NA,430,1,1956,"8/14/1956",14,8,"MOWICH LAKEMT. RAINIER NAT'L PARK:  ","MAY, D/UNKNOWN",NA,NA,"Ground","Pierce",46.93281623,-121.8619906,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"636_1"
637,"RACA",NA,431,1,1993,"8/17/1993",17,8,"T17NR11ES25, UNION CREEK :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.93380603,-121.3594831,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"637_1"
638,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSIAN FIELDS :  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"638_1"
639,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSION FIELDS :  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"639_1"
640,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSION FIELDS :  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"640_1"
641,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSION FIELDS :  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"641_1"
642,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSION FIELDS :  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"642_1"
643,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSION FIELDS :  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"643_1"
644,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSION FIELDS :  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"644_1"
645,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSION FIELDS :  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"645_1"
646,"RACA",NA,432,1,1931,"5/15/1931",15,5,"ELYSION FIELDSMT. RAINIER NAT'L PARK:  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"646_1"
647,"RACA",NA,432,1,1938,"6/1/1938",1,6,"MT. RAINIER, ELYSIAN FIELDS :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"647_1"
648,"RACA",NA,432,1,1938,"6/18/1938",18,6,"ELYSION FIELDSMT. RAINIER NAT'L PARK:  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"648_1"
649,"RACA",NA,432,1,1938,"6/18/1938",18,6,"ELYSION FIELDSMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"649_1"
650,"RACA",NA,432,1,1938,"6/19/1938",19,6,"MT. RAINIER NATIONAL PARK, ELYSIAN FIELDS :  ","SLATER, J/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"650_1"
651,"RACA",NA,432,1,1938,"6/19/1938",19,6,"MT. RAINIER NATIONAL PARK, ELYSIAN FIELDS :  ","SLATER, J/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"651_1"
652,"RACA",NA,432,1,1938,"6/19/1938",19,6,"MT. RAINIER NATIONAL PARK, ELYSIAN FIELDS : FEMALE;","SLATER, J/UNKNOWN",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"652_1"
653,"RACA",NA,432,1,1938,"7/5/1938",5,7,"ELYSION FIELDSMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.93973265,-121.7602789,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"653_1"
654,"RACA",NA,433,1,1997,"8/4/1997",4,8,"SMALL TRIB OF DRY CREEK : 1 ADULT","FOSTER-WHEELER/UNKNOWN",NA,NA,"Ground","Kittitas",46.94152707,-120.9141652,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"654_1"
655,"RACA","DICK'S LAKE -MRNP014",434,1,2017,"8/7/2017",7,8,NA,"RUMRILL, C/USGS","Other survey",30,"Ground","Pierce",46.94164141,-121.5932515,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"655_1"
656,"RACA",NA,435,1,1938,"6/14/1938",14,6,"NEAR BASE OF DIEK CREEK (DICK CREEK?) :  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.94205068,-121.7674404,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"656_1"
657,"RACA",NA,436,1,1938,"6/14/1938",14,6,"ON TRAIL AT SOUTH END OF CARBON GLACIERMT. RAINIER NAT'L PARK:  ","UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN;BAYLOR UNIV: STRECKER MUSEUM/WDFW",NA,NA,"Ground","Pierce",46.94388146,-121.7897313,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"657_1"
658,"RACA",NA,437,1,1919,"8/31/1919",31,8,"MT. RAINIER, MOUNTIAN MEADOWS : JUVENILE","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.9449455,-121.8866559,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"658_1"
659,"RACA",NA,437,1,1919,"9/1/1919",1,9,"MT. RAINIER, MOUNTAIN MEADOWS : JUVENILE","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Pierce",46.9449455,-121.8866559,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"659_1"
660,"RACA",NA,437,1,1919,"9/1/1919",1,9,"MT. RAINIER, MOUNTAIN MEADOWS : MALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Pierce",46.9449455,-121.8866559,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"660_1"
661,"RACA",NA,437,1,1919,"9/1/1919",1,9,"MT. RAINIER, MOUNTAIN MEADOWS : MALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Pierce",46.9449455,-121.8866559,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"661_1"
662,"RACA",NA,437,1,1919,"9/1/1919",1,9,"MT. RAINIER, MOUNTAIN MEADOWS : MALE;","CANTWELL, G/UNKNOWN",NA,NA,"Ground","Pierce",46.9449455,-121.8866559,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"662_1"
663,"RACA",NA,437,1,1919,"9/2/1919",2,9,"MT. RAINIER, MOUNTIAN MEADOWS : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.9449455,-121.8866559,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"663_1"
664,"RACA",NA,437,1,1919,"9/2/1919",2,9,"MT. RAINIER, MOUNTIAN MEADOWS : MALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.9449455,-121.8866559,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"664_1"
665,"RACA",NA,437,1,1919,"9/2/1919",2,9,"MT. RAINIER, MOUNTIAN MEADOWS : MALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.9449455,-121.8866559,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"665_1"
666,"RACA",NA,438,1,1991,"8/27/1991",27,8,"MOUNTAIN NEADOW ON SOUTH SIDE OF ROAD, MOST EASTERLY MEADOW. : DISTANCE TO WATER AT LEAST 10M.","BROKES, B/MT RAINIER NPS",NA,NA,"Ground","Pierce",46.94536133,-121.8830184,"1/4 mile (Quarter Section)",1320,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"666_1"
667,"RACA","UPPER PALISADES -MRNP008",439,1,2017,"8/7/2017",7,8,NA,"RUMRILL, C/USGS","Other survey",30,"Ground","Pierce",46.95046832,-121.5918219,"GPS",10,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"667_1"
668,"RACA",NA,440,1,1945,"9/1/1945",1,9,"BOULDER CAVE :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Yakima",46.95689127,-121.0926942,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"668_1"
669,"RACA",NA,441,1,1994,"8/21/1994",21,8,"T17N R14E S15 NESW / ELEV 2460 FT / E SIDE OF NACHES R : 3 ADULTS, TADPOLES","DVECK, L/OREGON STATE UNIV",NA,NA,"Ground","Yakima",46.95909515,-121.0822657,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"669_1"
670,"RACA",NA,442,1,1919,"8/27/1919",27,8,"MT. RAINIER, IPSUT CREEK : FEMALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.96249656,-121.8388857,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"670_1"
671,"RACA",NA,442,1,1919,"9/2/1919",2,9,"MT. RAINIER, IPSUT PASS : JUVENILE","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.96249656,-121.8388857,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"671_1"
672,"RACA",NA,443,1,1919,"8/25/1919",25,8,"MT. RAINIER, LAKE JAMES : MALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Pierce",46.96394483,-121.7335817,"1 mile (Section)",5280,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"672_1"
673,"RACA",NA,444,1,1950,"8/29/1950",29,8,"CARBON RIVER VALLEYABOUT 2 MI BELOW GLACIER, MT. RAINIER:  ","BROWN, W/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Pierce",46.96639142,-121.816753,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"673_1"
674,"RACA",NA,444,1,1958,"10/10/1958",10,10,"CARBON RIVER, MT. RAINIER NAT'L PARK :  ","BAYLOR UNIV: STRECKER MUSEUM/WDFW;UNIV. PUGET SOUND: SLATER MUSEUM/UNKNOWN",NA,NA,"Ground","Pierce",46.96639142,-121.816753,"General locality",13120,6,NA,NA,1,"PO","NR",NA,NA,NA,1,"674_1"
675,"RACA",NA,445,1,1989,"8/31/1989",31,8,"WITH HYLA (T17NR14E SEC 11 NE) :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",46.97961152,-121.0529676,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"675_1"
676,"RACA",NA,446,1,1989,"4/26/1989",26,4,"WITH HYLA (T17NR13E SEC 1 SW) :  ","LEINGANG, C/USFS",NA,NA,"Ground","Yakima",46.98523181,-121.1717231,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"676_1"
677,"RACA",NA,447,1,1993,"6/30/1993",30,6,"T17NR15ES06, 1708 ROAD WATER CHANCE :  ","LEINGANG, C/USFS",NA,NA,"Ground","Kittitas",46.98590847,-121.0054429,"1 mile (Section)",5280,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"677_1"
678,"RACA",NA,448,1,1999,"8/17/1999",17,8,"MILK POND : 5 ADULTS","DARDA, D/CENTRAL WASHINGTON UNIV",NA,NA,"Ground","Kittitas",46.98725017,-121.0610116,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"678_1"
