"site.id","lat","lon","day","month","year","survey.conducted","survey.id","data.type","pass.id","species","age","individual.id","time.to.detect","accuracy_m","coordinate.info","notes","weather","air.temp","date","count","survey.pass"
401,43.686931,-72.500397,12,8,2021,1,5009,"PO",1,"EBIS","NR",NA,NA,150,"Lat long assigned by Matt Gorton using GE.",NA,"Partly Cloudy",27.8,"8/12/2021",1,"5009_1"
401,43.686931,-72.500397,12,8,2021,1,5010,"PO",1,"EBIS","NR",NA,NA,150,"Lat long assigned by Matt Gorton using GE.",NA,"Partly Cloudy",27.8,"8/12/2021",1,"5010_1"
401,43.686931,-72.500397,12,8,2021,1,5011,"PO",1,"EBIS","NR",NA,NA,150,"Lat long assigned by Matt Gorton using GE.",NA,"Partly Cloudy",27.8,"8/12/2021",1,"5011_1"
401,43.686931,-72.500397,12,8,2021,1,5012,"PO",1,"EBIS","NR",NA,NA,150,"Lat long assigned by Matt Gorton using GE.",NA,"Partly Cloudy",27.8,"8/12/2021",1,"5012_1"
401,43.686931,-72.500397,12,8,2021,1,5013,"PO",1,"EBIS","NR",NA,NA,150,"Lat long assigned by Matt Gorton using GE.",NA,"Partly Cloudy",27.8,"8/12/2021",1,"5013_1"
401,43.686931,-72.500397,12,8,2021,1,5014,"PO",1,"EBIS","NR",NA,NA,150,"Lat long assigned by Matt Gorton using GE.",NA,"Partly Cloudy",27.8,"8/12/2021",1,"5014_1"
401,43.686931,-72.500397,12,8,2021,1,5015,"PO",1,"EBIS","NR",NA,NA,150,"Lat long assigned by Matt Gorton using GE.",NA,"Partly Cloudy",27.8,"8/12/2021",1,"5015_1"
300,43.53464,-73.188392,28,5,1997,1,5016,"PO",1,"EBIS","NR",NA,NA,9400,"Town only. Lat long assigned by Matt Gorton using GE.","6.5 centimeters, Weight 2 grams",NA,NA,"5/28/1997",1,"5016_1"
300,43.53464,-73.188392,28,5,1997,1,5017,"PO",1,"EBIS","NR",NA,NA,9400,"Town only. Lat long assigned by Matt Gorton using GE.","8 centimeters long, Weight: 3 grams",NA,NA,"5/28/1997",1,"5017_1"
316,43.58101,-73.120872,15,7,1998,1,5018,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5018_1"
316,43.58101,-73.120872,15,7,1998,1,5019,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5019_1"
316,43.58101,-73.120872,15,7,1998,1,5020,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5020_1"
316,43.58101,-73.120872,15,7,1998,1,5021,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5021_1"
316,43.58101,-73.120872,15,7,1998,1,5022,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5022_1"
316,43.58101,-73.120872,15,7,1998,1,5023,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5023_1"
316,43.58101,-73.120872,15,7,1998,1,5024,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5024_1"
316,43.58101,-73.120872,15,7,1998,1,5025,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5025_1"
316,43.58101,-73.120872,15,7,1998,1,5026,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5026_1"
316,43.58101,-73.120872,15,7,1998,1,5027,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5027_1"
316,43.58101,-73.120872,15,7,1998,1,5028,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5028_1"
316,43.58101,-73.120872,15,7,1998,1,5029,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5029_1"
316,43.58101,-73.120872,15,7,1998,1,5030,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5030_1"
316,43.58101,-73.120872,15,7,1998,1,5031,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5031_1"
316,43.58101,-73.120872,15,7,1998,1,5032,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5032_1"
316,43.58101,-73.120872,15,7,1998,1,5033,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5033_1"
316,43.58101,-73.120872,15,7,1998,1,5034,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5034_1"
316,43.58101,-73.120872,15,7,1998,1,5035,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5035_1"
316,43.58101,-73.120872,15,7,1998,1,5036,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5036_1"
316,43.58101,-73.120872,15,7,1998,1,5037,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5037_1"
316,43.58101,-73.120872,15,7,1998,1,5038,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5038_1"
316,43.58101,-73.120872,15,7,1998,1,5039,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5039_1"
316,43.58101,-73.120872,15,7,1998,1,5040,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5040_1"
316,43.58101,-73.120872,15,7,1998,1,5041,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5041_1"
316,43.58101,-73.120872,15,7,1998,1,5042,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5042_1"
316,43.58101,-73.120872,15,7,1998,1,5043,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5043_1"
316,43.58101,-73.120872,15,7,1998,1,5044,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5044_1"
316,43.58101,-73.120872,15,7,1998,1,5045,"PO",1,"EBIS","adult",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5045_1"
316,43.58101,-73.120872,15,7,1998,1,5046,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5046_1"
316,43.58101,-73.120872,15,7,1998,1,5047,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5047_1"
316,43.58101,-73.120872,15,7,1998,1,5048,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5048_1"
316,43.58101,-73.120872,15,7,1998,1,5049,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5049_1"
316,43.58101,-73.120872,15,7,1998,1,5050,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5050_1"
316,43.58101,-73.120872,15,7,1998,1,5051,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5051_1"
316,43.58101,-73.120872,15,7,1998,1,5052,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5052_1"
316,43.58101,-73.120872,15,7,1998,1,5053,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5053_1"
316,43.58101,-73.120872,15,7,1998,1,5054,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5054_1"
316,43.58101,-73.120872,15,7,1998,1,5055,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5055_1"
316,43.58101,-73.120872,15,7,1998,1,5056,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5056_1"
316,43.58101,-73.120872,15,7,1998,1,5057,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5057_1"
316,43.58101,-73.120872,15,7,1998,1,5058,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5058_1"
316,43.58101,-73.120872,15,7,1998,1,5059,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5059_1"
316,43.58101,-73.120872,15,7,1998,1,5060,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5060_1"
316,43.58101,-73.120872,15,7,1998,1,5061,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5061_1"
316,43.58101,-73.120872,15,7,1998,1,5062,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5062_1"
316,43.58101,-73.120872,15,7,1998,1,5063,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5063_1"
316,43.58101,-73.120872,15,7,1998,1,5064,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5064_1"
316,43.58101,-73.120872,15,7,1998,1,5065,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5065_1"
316,43.58101,-73.120872,15,7,1998,1,5066,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5066_1"
316,43.58101,-73.120872,15,7,1998,1,5067,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5067_1"
316,43.58101,-73.120872,15,7,1998,1,5068,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5068_1"
316,43.58101,-73.120872,15,7,1998,1,5069,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5069_1"
316,43.58101,-73.120872,15,7,1998,1,5070,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5070_1"
316,43.58101,-73.120872,15,7,1998,1,5071,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5071_1"
316,43.58101,-73.120872,15,7,1998,1,5072,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5072_1"
316,43.58101,-73.120872,15,7,1998,1,5073,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5073_1"
316,43.58101,-73.120872,15,7,1998,1,5074,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5074_1"
316,43.58101,-73.120872,15,7,1998,1,5075,"PO",1,"EBIS","larva",NA,NA,NA,NA,NA,"Hot, sunny",30,"7/15/1998",1,"5075_1"
319,43.582961,-73.132202,10,7,2003,1,5076,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/10/2003",1,"5076_1"
319,43.582961,-73.132202,10,7,2003,1,5077,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/10/2003",1,"5077_1"
319,43.582961,-73.132202,10,7,2003,1,5078,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/10/2003",1,"5078_1"
296,43.516841,-73.247088,18,9,2007,1,5079,"PO",1,"EBIS","NR",NA,NA,300,"Lat long assigned by Matt Gorton using GE.",NA,NA,NA,"9/18/2007",1,"5079_1"
296,43.516841,-73.247088,9,10,2007,1,5080,"PO",1,"EBIS","NR",NA,NA,300,"Lat long assigned by Matt Gorton using GE.","Numerous",NA,NA,"10/9/2007",1,"5080_1"
316,43.58101,-73.120872,28,5,2011,1,5081,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5081_1"
316,43.58101,-73.120872,28,5,2011,1,5082,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5082_1"
316,43.58101,-73.120872,28,5,2011,1,5083,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5083_1"
316,43.58101,-73.120872,28,5,2011,1,5084,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5084_1"
316,43.58101,-73.120872,28,5,2011,1,5085,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5085_1"
316,43.58101,-73.120872,28,5,2011,1,5086,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5086_1"
316,43.58101,-73.120872,28,5,2011,1,5087,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5087_1"
316,43.58101,-73.120872,28,5,2011,1,5088,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5088_1"
316,43.58101,-73.120872,28,5,2011,1,5089,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5089_1"
316,43.58101,-73.120872,28,5,2011,1,5090,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5090_1"
316,43.58101,-73.120872,28,5,2011,1,5091,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5091_1"
316,43.58101,-73.120872,28,5,2011,1,5092,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5092_1"
316,43.58101,-73.120872,28,5,2011,1,5093,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5093_1"
316,43.58101,-73.120872,28,5,2011,1,5094,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5094_1"
316,43.58101,-73.120872,28,5,2011,1,5095,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5095_1"
316,43.58101,-73.120872,28,5,2011,1,5096,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5096_1"
316,43.58101,-73.120872,28,5,2011,1,5097,"PO",1,"EBIS","NR",NA,NA,400,NA,"Duplicate record for the town of Poultney. In a July 4, 2011 E-mail Mr. Healy reports “Our transects on the Bird Mountain WMA are in both Castleton and Poultney. Transect #1 is in Castleton, and transects #2, #3, and #4 are in Castleton.
Exact date of sighting(s) unknown. Permit #SE-2011-07 was used in teaching a course titled Field Techniques and Current Topics in Wildlife Biology offered by the Wildlife Society and Castleton State College 15 - 28 May 2011. The class was taught at the Kehoe Conservation Camp and all field work was done on the Bird Mountain Wildlife Management Area. ",NA,NA,"5/28/2011",1,"5097_1"
283,43.469595,-73.191181,24,7,2013,1,5098,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/24/2013",1,"5098_1"
283,43.469595,-73.191181,24,7,2013,1,5099,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/24/2013",1,"5099_1"
283,43.469595,-73.191181,24,7,2013,1,5100,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/24/2013",1,"5100_1"
283,43.469595,-73.191181,24,7,2013,1,5101,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/24/2013",1,"5101_1"
283,43.469595,-73.191181,24,7,2013,1,5102,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/24/2013",1,"5102_1"
283,43.469595,-73.191181,24,7,2013,1,5103,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/24/2013",1,"5103_1"
10,42.769072,-73.237167,9,6,2004,1,5104,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"6/9/2004",1,"5104_1"
23,42.81795,-73.15431,28,9,2020,1,5105,"PO",1,"EBIS","adult",NA,NA,3,"Lat and long provided by observer.","Weather History: hot and dry summer, frost ~1 week ago.","overcast",19,"9/28/2020",1,"5105_1"
23,42.81795,-73.15431,28,9,2020,1,5106,"PO",1,"EBIS","adult",NA,NA,3,"Lat and long provided by observer.","Weather History: hot and dry summer, frost ~1 week ago.","overcast",19,"9/28/2020",1,"5106_1"
23,42.81795,-73.15431,28,9,2020,1,5107,"PO",1,"EBIS","adult",NA,NA,3,"Lat and long provided by observer.","Weather History: hot and dry summer, frost ~1 week ago.","overcast",19,"9/28/2020",1,"5107_1"
23,42.81795,-73.15431,28,9,2020,1,5108,"PO",1,"EBIS","adult",NA,NA,3,"Lat and long provided by observer.","Weather History: hot and dry summer, frost ~1 week ago.","overcast",19,"9/28/2020",1,"5108_1"
23,42.81795,-73.15431,28,9,2020,1,5109,"PO",1,"EBIS","adult",NA,NA,3,"Lat and long provided by observer.","Weather History: hot and dry summer, frost ~1 week ago.","overcast",19,"9/28/2020",1,"5109_1"
23,42.81795,-73.15431,28,9,2020,1,5110,"PO",1,"EBIS","larva",NA,NA,3,"Lat and long provided by observer.","Weather History: hot and dry summer, frost ~1 week ago.","overcast",19,"9/28/2020",1,"5110_1"
380,43.661544,-73.032769,26,7,1999,1,5111,"PO",1,"EBIS","NR",NA,NA,NA,NA,"Weather History: Rain, after a dry June
16 Field Workers","Clear, sunny",23,"7/26/1999",1,"5111_1"
380,43.661544,-73.032769,26,7,1999,1,5112,"PO",1,"EBIS","NR",NA,NA,NA,NA,"Weather History: Rain, after a dry June
16 Field Workers","Clear, sunny",23,"7/26/1999",1,"5112_1"
380,43.661544,-73.032769,26,7,1999,1,5113,"PO",1,"EBIS","NR",NA,NA,NA,NA,"Weather History: Rain, after a dry June
16 Field Workers","Clear, sunny",23,"7/26/1999",1,"5113_1"
380,43.661544,-73.032769,26,7,1999,1,5114,"PO",1,"EBIS","NR",NA,NA,NA,NA,"Weather History: Rain and warm weather after a dry June
14 Field Workers","Partly cloudy",NA,"7/26/1999",1,"5114_1"
89,43.00504,-72.50757,23,9,2020,1,5115,"PO",1,"EBIS","NR",NA,NA,50,"Lat and long provided by observer.","Weather History: cool and clear","sunny and clear",23,"9/23/2020",1,"5115_1"
82,42.988448,-72.605893,12,9,2021,1,5116,"PO",1,"EBIS","NR",NA,NA,20,"Lat long assigned by observer.","Putney Mtn Rd. .85 miles from summit/trail parking lot. Small brook (un-named) crosses in a culvert beneath the road. South side above several small cascades the brook pitch becomes less steep and there was a very small, flat pool with several flat stones. Also had Two-lined (3) and Northern Dusky Salamanders (3).",NA,NA,"9/12/2021",1,"5116_1"
82,42.988448,-72.605893,12,9,2021,1,5117,"PO",1,"EBIS","NR",NA,NA,20,"Lat long assigned by observer.","Putney Mtn Rd. .85 miles from summit/trail parking lot. Small brook (un-named) crosses in a culvert beneath the road. South side above several small cascades the brook pitch becomes less steep and there was a very small, flat pool with several flat stones. Also had Two-lined (3) and Northern Dusky Salamanders (3).",NA,NA,"9/12/2021",1,"5117_1"
82,42.988448,-72.605893,12,9,2021,1,5118,"PO",1,"EBIS","NR",NA,NA,20,"Lat long assigned by observer.","Putney Mtn Rd. .85 miles from summit/trail parking lot. Small brook (un-named) crosses in a culvert beneath the road. South side above several small cascades the brook pitch becomes less steep and there was a very small, flat pool with several flat stones. Also had Two-lined (3) and Northern Dusky Salamanders (3).",NA,NA,"9/12/2021",1,"5118_1"
567,43.932817,-72.581023,14,7,2004,1,5119,"PO",1,"EBIS","NR",NA,NA,NA,NA,NA,NA,NA,"7/14/2004",1,"5119_1"
